
===================================================================================================

 365 dataset shape: 400x3x256x256

 Original set has 398 images; For each angle, take no more than 25 images>>>
   0%|          | 0/397 [00:00<?, ?it/s] 100%|██████████| 397/397 [00:00<00:00, 148355.19it/s]398 images left and there are 397 unique labels

 Range of unnormalized labels: (16.913,38.532)

 Range of normalized labels: (0.42599332535734524,0.9705182293306466)

 Use rule-of-thumb formula to compute kernel_sigma >>>

 The std of 398 labels is 0.10931705898979509 so the kernel sigma is 0.03499590186283715

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_ResNet34_embed_epoch_200_seed_2021.pth

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_net_y2h_epoch_500_seed_2021.pth

 Start training CNN for label embedding >>>
CcGAN,SAGAN: [Iter 12840/30000] [D loss: 1.1542e-03] [G loss: 2.3504e+00] [real prob: 3.779] [fake prob: -2.658] [Time: 22311.3675]
CcGAN,SAGAN: [Iter 12860/30000] [D loss: 3.6294e-03] [G loss: 3.2386e+00] [real prob: 2.736] [fake prob: -3.156] [Time: 22345.6959]
CcGAN,SAGAN: [Iter 12880/30000] [D loss: 3.4016e-02] [G loss: 4.2666e+00] [real prob: 3.549] [fake prob: -2.647] [Time: 22380.0407]
CcGAN,SAGAN: [Iter 12900/30000] [D loss: 5.5640e-02] [G loss: 3.3349e+00] [real prob: 2.449] [fake prob: -3.609] [Time: 22414.3632]
CcGAN,SAGAN: [Iter 12920/30000] [D loss: 6.9041e-02] [G loss: 2.5264e+00] [real prob: 2.657] [fake prob: -2.845] [Time: 22448.7829]
CcGAN,SAGAN: [Iter 12940/30000] [D loss: 0.0000e+00] [G loss: 3.3582e+00] [real prob: 2.889] [fake prob: -3.248] [Time: 22483.1922]
CcGAN,SAGAN: [Iter 12960/30000] [D loss: 6.4169e-02] [G loss: 3.5557e+00] [real prob: 3.519] [fake prob: -2.199] [Time: 22517.6899]
CcGAN,SAGAN: [Iter 12980/30000] [D loss: 4.8456e-02] [G loss: 3.1276e+00] [real prob: 3.030] [fake prob: -2.960] [Time: 22552.2532]
CcGAN,SAGAN: [Iter 13000/30000] [D loss: 6.4731e-04] [G loss: 2.2310e+00] [real prob: 3.245] [fake prob: -2.697] [Time: 22586.8364]
CcGAN,SAGAN: [Iter 13020/30000] [D loss: 1.0533e-02] [G loss: 3.7280e+00] [real prob: 3.566] [fake prob: -2.467] [Time: 22629.4484]
CcGAN,SAGAN: [Iter 13040/30000] [D loss: 2.1974e-02] [G loss: 2.0014e+00] [real prob: 2.958] [fake prob: -2.468] [Time: 22664.0236]
CcGAN,SAGAN: [Iter 13060/30000] [D loss: 1.6636e-02] [G loss: 2.8466e+00] [real prob: 2.457] [fake prob: -2.955] [Time: 22698.6231]
CcGAN,SAGAN: [Iter 13080/30000] [D loss: 3.1762e-04] [G loss: 3.0969e+00] [real prob: 2.657] [fake prob: -2.687] [Time: 22733.1965]
CcGAN,SAGAN: [Iter 13100/30000] [D loss: 8.9976e-02] [G loss: 2.8771e+00] [real prob: 3.961] [fake prob: -2.105] [Time: 22767.8215]
CcGAN,SAGAN: [Iter 13120/30000] [D loss: 4.9156e-02] [G loss: 3.1664e+00] [real prob: 1.799] [fake prob: -3.539] [Time: 22802.4187]
CcGAN,SAGAN: [Iter 13140/30000] [D loss: 4.4353e-02] [G loss: 2.9844e+00] [real prob: 3.229] [fake prob: -2.854] [Time: 22837.0340]
CcGAN,SAGAN: [Iter 13160/30000] [D loss: 1.7098e-04] [G loss: 2.7105e+00] [real prob: 3.105] [fake prob: -2.967] [Time: 22871.6158]
CcGAN,SAGAN: [Iter 13180/30000] [D loss: 5.1598e-02] [G loss: 2.7983e+00] [real prob: 1.940] [fake prob: -2.552] [Time: 22906.2546]
CcGAN,SAGAN: [Iter 13200/30000] [D loss: 3.1094e-03] [G loss: 2.9908e+00] [real prob: 2.510] [fake prob: -3.020] [Time: 22940.8401]
CcGAN,SAGAN: [Iter 13220/30000] [D loss: 2.4742e-05] [G loss: 3.7567e+00] [real prob: 2.772] [fake prob: -3.266] [Time: 22975.6699]
CcGAN,SAGAN: [Iter 13240/30000] [D loss: 3.6337e-03] [G loss: 2.5918e+00] [real prob: 3.538] [fake prob: -2.996] [Time: 23010.6008]
CcGAN,SAGAN: [Iter 13260/30000] [D loss: 3.3794e-04] [G loss: 2.4230e+00] [real prob: 3.017] [fake prob: -2.293] [Time: 23045.5536]
CcGAN,SAGAN: [Iter 13280/30000] [D loss: 8.3080e-02] [G loss: 2.8616e+00] [real prob: 3.580] [fake prob: -2.074] [Time: 23080.6357]
CcGAN,SAGAN: [Iter 13300/30000] [D loss: 3.9608e-04] [G loss: 2.5999e+00] [real prob: 2.992] [fake prob: -2.416] [Time: 23115.3938]
CcGAN,SAGAN: [Iter 13320/30000] [D loss: 5.5538e-02] [G loss: 3.2443e+00] [real prob: 2.934] [fake prob: -2.559] [Time: 23149.8728]
CcGAN,SAGAN: [Iter 13340/30000] [D loss: 3.2167e-02] [G loss: 2.7881e+00] [real prob: 2.182] [fake prob: -3.122] [Time: 23184.2564]
CcGAN,SAGAN: [Iter 13360/30000] [D loss: 2.2717e-02] [G loss: 2.7805e+00] [real prob: 3.355] [fake prob: -2.792] [Time: 23218.6126]
CcGAN,SAGAN: [Iter 13380/30000] [D loss: 7.4236e-02] [G loss: 2.8700e+00] [real prob: 2.730] [fake prob: -2.977] [Time: 23253.0003]
CcGAN,SAGAN: [Iter 13400/30000] [D loss: 2.5413e-02] [G loss: 3.1219e+00] [real prob: 2.642] [fake prob: -3.184] [Time: 23287.4468]
CcGAN,SAGAN: [Iter 13420/30000] [D loss: 0.0000e+00] [G loss: 2.7028e+00] [real prob: 3.009] [fake prob: -2.669] [Time: 23321.8540]
CcGAN,SAGAN: [Iter 13440/30000] [D loss: 2.3707e-02] [G loss: 3.3432e+00] [real prob: 2.718] [fake prob: -3.305] [Time: 23356.2527]
CcGAN,SAGAN: [Iter 13460/30000] [D loss: 8.5816e-02] [G loss: 2.3082e+00] [real prob: 2.411] [fake prob: -2.796] [Time: 23390.6297]
CcGAN,SAGAN: [Iter 13480/30000] [D loss: 1.1365e-01] [G loss: 3.1750e+00] [real prob: 2.250] [fake prob: -3.329] [Time: 23425.0294]
CcGAN,SAGAN: [Iter 13500/30000] [D loss: 1.6804e-02] [G loss: 2.6884e+00] [real prob: 3.454] [fake prob: -2.847] [Time: 23459.4167]
CcGAN,SAGAN: [Iter 13520/30000] [D loss: 8.7706e-02] [G loss: 3.8847e+00] [real prob: 3.923] [fake prob: -3.045] [Time: 23493.8086]
CcGAN,SAGAN: [Iter 13540/30000] [D loss: 1.7187e-02] [G loss: 3.2288e+00] [real prob: 3.988] [fake prob: -2.144] [Time: 23528.1826]
CcGAN,SAGAN: [Iter 13560/30000] [D loss: 7.6025e-03] [G loss: 2.2052e+00] [real prob: 2.928] [fake prob: -2.904] [Time: 23562.5766]
CcGAN,SAGAN: [Iter 13580/30000] [D loss: 3.7559e-05] [G loss: 3.2038e+00] [real prob: 3.391] [fake prob: -2.964] [Time: 23596.9579]
CcGAN,SAGAN: [Iter 13600/30000] [D loss: 1.1956e-03] [G loss: 3.9651e+00] [real prob: 2.309] [fake prob: -3.699] [Time: 23631.3832]
CcGAN,SAGAN: [Iter 13620/30000] [D loss: 4.0341e-02] [G loss: 2.5585e+00] [real prob: 2.846] [fake prob: -2.254] [Time: 23665.7907]
CcGAN,SAGAN: [Iter 13640/30000] [D loss: 6.4174e-03] [G loss: 2.5757e+00] [real prob: 3.649] [fake prob: -2.665] [Time: 23700.2111]
CcGAN,SAGAN: [Iter 13660/30000] [D loss: 1.2941e-04] [G loss: 2.9070e+00] [real prob: 2.948] [fake prob: -2.721] [Time: 23734.7386]
CcGAN,SAGAN: [Iter 13680/30000] [D loss: 2.7172e-02] [G loss: 2.7090e+00] [real prob: 2.983] [fake prob: -2.894] [Time: 23769.2760]
CcGAN,SAGAN: [Iter 13700/30000] [D loss: 7.6120e-02] [G loss: 2.7789e+00] [real prob: 3.944] [fake prob: -1.876] [Time: 23803.8151]
CcGAN,SAGAN: [Iter 13720/30000] [D loss: 2.0733e-04] [G loss: 2.9570e+00] [real prob: 3.035] [fake prob: -3.175] [Time: 23838.3734]
CcGAN,SAGAN: [Iter 13740/30000] [D loss: 9.5565e-02] [G loss: 2.4591e+00] [real prob: 2.395] [fake prob: -2.263] [Time: 23872.9635]
CcGAN,SAGAN: [Iter 13760/30000] [D loss: 5.1686e-02] [G loss: 3.1044e+00] [real prob: 2.644] [fake prob: -2.998] [Time: 23907.5115]
CcGAN,SAGAN: [Iter 13780/30000] [D loss: 1.1536e-02] [G loss: 2.7243e+00] [real prob: 2.752] [fake prob: -2.580] [Time: 23942.1153]
CcGAN,SAGAN: [Iter 13800/30000] [D loss: 2.7339e-02] [G loss: 2.9525e+00] [real prob: 2.853] [fake prob: -2.553] [Time: 23976.6673]
CcGAN,SAGAN: [Iter 13820/30000] [D loss: 1.6930e-02] [G loss: 2.0360e+00] [real prob: 3.741] [fake prob: -2.228] [Time: 24011.2772]
CcGAN,SAGAN: [Iter 13840/30000] [D loss: 1.8346e-02] [G loss: 2.1297e+00] [real prob: 2.898] [fake prob: -2.507] [Time: 24045.8028]
CcGAN,SAGAN: [Iter 13860/30000] [D loss: 6.6296e-02] [G loss: 4.5460e+00] [real prob: 3.354] [fake prob: -2.703] [Time: 24080.3674]
CcGAN,SAGAN: [Iter 13880/30000] [D loss: 5.2825e-02] [G loss: 4.2188e+00] [real prob: 2.838] [fake prob: -2.673] [Time: 24114.9036]
CcGAN,SAGAN: [Iter 13900/30000] [D loss: 9.4399e-05] [G loss: 2.6848e+00] [real prob: 3.157] [fake prob: -2.420] [Time: 24149.4822]
CcGAN,SAGAN: [Iter 13920/30000] [D loss: 7.1338e-02] [G loss: 2.6719e+00] [real prob: 2.297] [fake prob: -3.080] [Time: 24184.0260]
CcGAN,SAGAN: [Iter 13940/30000] [D loss: 5.1664e-02] [G loss: 2.7941e+00] [real prob: 3.490] [fake prob: -1.987] [Time: 24218.6218]
CcGAN,SAGAN: [Iter 13960/30000] [D loss: 1.1319e-02] [G loss: 2.9064e+00] [real prob: 3.222] [fake prob: -3.303] [Time: 24253.0984]
CcGAN,SAGAN: [Iter 13980/30000] [D loss: 4.3214e-02] [G loss: 2.6693e+00] [real prob: 3.684] [fake prob: -2.122] [Time: 24287.4637]
CcGAN,SAGAN: [Iter 14000/30000] [D loss: 4.2021e-01] [G loss: 2.9622e+00] [real prob: 1.285] [fake prob: -4.227] [Time: 24321.8432]
CcGAN,SAGAN: [Iter 14020/30000] [D loss: 4.3254e-02] [G loss: 3.1180e+00] [real prob: 2.072] [fake prob: -3.238] [Time: 24364.2981]
CcGAN,SAGAN: [Iter 14040/30000] [D loss: 2.4613e-02] [G loss: 2.6867e+00] [real prob: 2.919] [fake prob: -2.706] [Time: 24398.6501]
CcGAN,SAGAN: [Iter 14060/30000] [D loss: 2.0117e-02] [G loss: 2.2120e+00] [real prob: 2.436] [fake prob: -2.793] [Time: 24432.9930]
CcGAN,SAGAN: [Iter 14080/30000] [D loss: 7.5665e-02] [G loss: 2.5055e+00] [real prob: 2.801] [fake prob: -2.918] [Time: 24467.3716]
CcGAN,SAGAN: [Iter 14100/30000] [D loss: 2.7327e-02] [G loss: 3.0837e+00] [real prob: 3.039] [fake prob: -3.061] [Time: 24501.6909]
CcGAN,SAGAN: [Iter 14120/30000] [D loss: 2.8414e-02] [G loss: 3.1291e+00] [real prob: 2.799] [fake prob: -2.899] [Time: 24536.0891]
CcGAN,SAGAN: [Iter 14140/30000] [D loss: 0.0000e+00] [G loss: 3.0137e+00] [real prob: 3.095] [fake prob: -3.340] [Time: 24570.4424]
CcGAN,SAGAN: [Iter 14160/30000] [D loss: 4.6509e-03] [G loss: 2.6476e+00] [real prob: 3.202] [fake prob: -2.582] [Time: 24604.8477]
CcGAN,SAGAN: [Iter 14180/30000] [D loss: 3.3469e-02] [G loss: 2.2217e+00] [real prob: 2.663] [fake prob: -2.233] [Time: 24639.2266]
CcGAN,SAGAN: [Iter 14200/30000] [D loss: 6.6546e-02] [G loss: 3.0630e+00] [real prob: 2.081] [fake prob: -3.089] [Time: 24673.6285]
CcGAN,SAGAN: [Iter 14220/30000] [D loss: 4.7383e-02] [G loss: 2.2253e+00] [real prob: 3.497] [fake prob: -2.324] [Time: 24707.9574]
CcGAN,SAGAN: [Iter 14240/30000] [D loss: 9.6606e-02] [G loss: 2.9340e+00] [real prob: 2.106] [fake prob: -2.999] [Time: 24742.3143]
CcGAN,SAGAN: [Iter 14260/30000] [D loss: 3.2212e-03] [G loss: 2.2355e+00] [real prob: 3.708] [fake prob: -2.395] [Time: 24776.6492]
CcGAN,SAGAN: [Iter 14280/30000] [D loss: 7.2358e-02] [G loss: 3.6887e+00] [real prob: 3.294] [fake prob: -2.763] [Time: 24811.0652]
CcGAN,SAGAN: [Iter 14300/30000] [D loss: 4.2669e-02] [G loss: 2.2731e+00] [real prob: 3.125] [fake prob: -2.739] [Time: 24845.4331]
CcGAN,SAGAN: [Iter 14320/30000] [D loss: 7.6056e-02] [G loss: 2.5547e+00] [real prob: 3.285] [fake prob: -2.486] [Time: 24879.9371]
CcGAN,SAGAN: [Iter 14340/30000] [D loss: 1.4738e-02] [G loss: 2.5570e+00] [real prob: 2.977] [fake prob: -2.142] [Time: 24914.3803]
CcGAN,SAGAN: [Iter 14360/30000] [D loss: 5.4782e-02] [G loss: 2.4755e+00] [real prob: 2.690] [fake prob: -2.600] [Time: 24948.8345]
CcGAN,SAGAN: [Iter 14380/30000] [D loss: 5.1919e-05] [G loss: 2.4803e+00] [real prob: 3.110] [fake prob: -2.500] [Time: 24983.3154]
CcGAN,SAGAN: [Iter 14400/30000] [D loss: 4.6122e-02] [G loss: 2.8999e+00] [real prob: 2.715] [fake prob: -2.784] [Time: 25017.8210]
CcGAN,SAGAN: [Iter 14420/30000] [D loss: 9.3710e-02] [G loss: 2.4531e+00] [real prob: 2.669] [fake prob: -2.927] [Time: 25052.2815]
CcGAN,SAGAN: [Iter 14440/30000] [D loss: 3.8941e-04] [G loss: 2.7108e+00] [real prob: 3.286] [fake prob: -2.957] [Time: 25086.7578]
CcGAN,SAGAN: [Iter 14460/30000] [D loss: 1.0294e-01] [G loss: 3.5325e+00] [real prob: 2.676] [fake prob: -3.932] [Time: 25121.2856]
CcGAN,SAGAN: [Iter 14480/30000] [D loss: 1.2580e-01] [G loss: 2.9061e+00] [real prob: 3.791] [fake prob: -1.989] [Time: 25155.7189]
CcGAN,SAGAN: [Iter 14500/30000] [D loss: 3.7189e-03] [G loss: 3.0802e+00] [real prob: 2.759] [fake prob: -2.504] [Time: 25190.2049]
CcGAN,SAGAN: [Iter 14520/30000] [D loss: 4.8775e-02] [G loss: 2.4987e+00] [real prob: 2.508] [fake prob: -2.933] [Time: 25224.6161]
CcGAN,SAGAN: [Iter 14540/30000] [D loss: 6.9164e-02] [G loss: 1.7951e+00] [real prob: 2.119] [fake prob: -2.669] [Time: 25259.0582]
CcGAN,SAGAN: [Iter 14560/30000] [D loss: 2.2778e-03] [G loss: 3.2687e+00] [real prob: 3.554] [fake prob: -2.895] [Time: 25293.4998]
CcGAN,SAGAN: [Iter 14580/30000] [D loss: 1.3493e-02] [G loss: 2.6566e+00] [real prob: 3.206] [fake prob: -2.398] [Time: 25327.9668]
CcGAN,SAGAN: [Iter 14600/30000] [D loss: 1.2744e-02] [G loss: 3.5049e+00] [real prob: 3.077] [fake prob: -3.361] [Time: 25362.4331]
CcGAN,SAGAN: [Iter 14620/30000] [D loss: 3.1063e-02] [G loss: 2.9279e+00] [real prob: 2.398] [fake prob: -2.924] [Time: 25396.9305]
CcGAN,SAGAN: [Iter 14640/30000] [D loss: 5.5123e-05] [G loss: 3.1178e+00] [real prob: 3.214] [fake prob: -3.145] [Time: 25431.3717]
CcGAN,SAGAN: [Iter 14660/30000] [D loss: 4.2678e-04] [G loss: 2.7520e+00] [real prob: 3.231] [fake prob: -3.149] [Time: 25465.8466]
CcGAN,SAGAN: [Iter 14680/30000] [D loss: 8.2527e-02] [G loss: 2.8424e+00] [real prob: 3.788] [fake prob: -2.929] [Time: 25500.3458]
CcGAN,SAGAN: [Iter 14700/30000] [D loss: 1.6602e-02] [G loss: 3.2699e+00] [real prob: 3.254] [fake prob: -3.391] [Time: 25535.0807]
CcGAN,SAGAN: [Iter 14720/30000] [D loss: 1.8630e-02] [G loss: 2.2553e+00] [real prob: 3.027] [fake prob: -2.711] [Time: 25569.9586]
CcGAN,SAGAN: [Iter 14740/30000] [D loss: 1.5656e-02] [G loss: 3.1333e+00] [real prob: 3.192] [fake prob: -2.850] [Time: 25604.9008]
CcGAN,SAGAN: [Iter 14760/30000] [D loss: 2.5874e-02] [G loss: 3.5619e+00] [real prob: 3.344] [fake prob: -3.293] [Time: 25639.7770]
CcGAN,SAGAN: [Iter 14780/30000] [D loss: 2.4181e-02] [G loss: 3.4145e+00] [real prob: 3.156] [fake prob: -3.078] [Time: 25674.6774]
CcGAN,SAGAN: [Iter 14800/30000] [D loss: 1.3232e-02] [G loss: 3.5592e+00] [real prob: 2.760] [fake prob: -3.273] [Time: 25709.5656]
CcGAN,SAGAN: [Iter 14820/30000] [D loss: 3.1139e-02] [G loss: 3.5581e+00] [real prob: 2.709] [fake prob: -3.485] [Time: 25744.4158]
CcGAN,SAGAN: [Iter 14840/30000] [D loss: 7.8770e-02] [G loss: 3.3100e+00] [real prob: 3.543] [fake prob: -1.836] [Time: 25779.2985]
CcGAN,SAGAN: [Iter 14860/30000] [D loss: 3.9806e-02] [G loss: 3.6080e+00] [real prob: 4.184] [fake prob: -2.163] [Time: 25814.1542]
CcGAN,SAGAN: [Iter 14880/30000] [D loss: 6.1366e-02] [G loss: 3.2185e+00] [real prob: 3.591] [fake prob: -2.899] [Time: 25848.9758]
CcGAN,SAGAN: [Iter 14900/30000] [D loss: 3.4466e-05] [G loss: 2.3595e+00] [real prob: 3.614] [fake prob: -2.789] [Time: 25883.8092]
CcGAN,SAGAN: [Iter 14920/30000] [D loss: 7.4434e-02] [G loss: 3.1530e+00] [real prob: 3.498] [fake prob: -2.407] [Time: 25918.6512]
CcGAN,SAGAN: [Iter 14940/30000] [D loss: 3.4709e-02] [G loss: 3.3058e+00] [real prob: 3.464] [fake prob: -2.782] [Time: 25953.4891]
CcGAN,SAGAN: [Iter 14960/30000] [D loss: 2.4255e-02] [G loss: 3.2391e+00] [real prob: 3.792] [fake prob: -2.240] [Time: 25988.3499]
CcGAN,SAGAN: [Iter 14980/30000] [D loss: 1.8648e-01] [G loss: 2.5997e+00] [real prob: 1.864] [fake prob: -3.780] [Time: 26023.1819]
CcGAN,SAGAN: [Iter 15000/30000] [D loss: 2.1137e-02] [G loss: 2.5574e+00] [real prob: 3.003] [fake prob: -2.895] [Time: 26057.7906]
CcGAN,SAGAN: [Iter 15020/30000] [D loss: 5.4871e-03] [G loss: 3.0032e+00] [real prob: 2.551] [fake prob: -3.075] [Time: 26102.1850]
CcGAN,SAGAN: [Iter 15040/30000] [D loss: 5.7495e-02] [G loss: 3.2158e+00] [real prob: 2.806] [fake prob: -3.907] [Time: 26136.6510]
CcGAN,SAGAN: [Iter 15060/30000] [D loss: 1.9888e-01] [G loss: 2.6589e+00] [real prob: 1.504] [fake prob: -3.363] [Time: 26171.0547]
CcGAN,SAGAN: [Iter 15080/30000] [D loss: 1.2027e-01] [G loss: 3.1005e+00] [real prob: 3.759] [fake prob: -1.711] [Time: 26205.5116]
CcGAN,SAGAN: [Iter 15100/30000] [D loss: 1.7229e-03] [G loss: 3.0134e+00] [real prob: 2.916] [fake prob: -2.993] [Time: 26239.9140]
CcGAN,SAGAN: [Iter 15120/30000] [D loss: 0.0000e+00] [G loss: 3.3568e+00] [real prob: 3.018] [fake prob: -3.368] [Time: 26274.3281]
CcGAN,SAGAN: [Iter 15140/30000] [D loss: 1.6423e-02] [G loss: 3.0802e+00] [real prob: 2.495] [fake prob: -2.885] [Time: 26308.7502]
CcGAN,SAGAN: [Iter 15160/30000] [D loss: 4.0923e-02] [G loss: 2.6707e+00] [real prob: 3.142] [fake prob: -2.346] [Time: 26343.1696]
CcGAN,SAGAN: [Iter 15180/30000] [D loss: 2.0967e-01] [G loss: 2.5721e+00] [real prob: 1.587] [fake prob: -3.743] [Time: 26377.5948]
CcGAN,SAGAN: [Iter 15200/30000] [D loss: 2.8724e-02] [G loss: 2.9101e+00] [real prob: 3.045] [fake prob: -2.637] [Time: 26411.9885]
CcGAN,SAGAN: [Iter 15220/30000] [D loss: 1.6021e-02] [G loss: 3.3460e+00] [real prob: 2.973] [fake prob: -3.029] [Time: 26446.4395]
CcGAN,SAGAN: [Iter 15240/30000] [D loss: 5.4620e-02] [G loss: 3.1631e+00] [real prob: 2.655] [fake prob: -3.005] [Time: 26480.8393]
CcGAN,SAGAN: [Iter 15260/30000] [D loss: 5.5777e-03] [G loss: 2.6731e+00] [real prob: 3.358] [fake prob: -3.326] [Time: 26515.2830]
CcGAN,SAGAN: [Iter 15280/30000] [D loss: 1.8605e-02] [G loss: 3.4710e+00] [real prob: 3.336] [fake prob: -3.137] [Time: 26549.6808]
CcGAN,SAGAN: [Iter 15300/30000] [D loss: 1.9409e-03] [G loss: 3.3241e+00] [real prob: 3.297] [fake prob: -3.007] [Time: 26584.0801]
CcGAN,SAGAN: [Iter 15320/30000] [D loss: 9.0659e-02] [G loss: 3.9183e+00] [real prob: 3.974] [fake prob: -2.224] [Time: 26618.5047]
CcGAN,SAGAN: [Iter 15340/30000] [D loss: 4.1182e-02] [G loss: 3.2831e+00] [real prob: 2.982] [fake prob: -3.526] [Time: 26652.9896]
CcGAN,SAGAN: [Iter 15360/30000] [D loss: 2.6063e-04] [G loss: 2.4860e+00] [real prob: 4.089] [fake prob: -2.157] [Time: 26687.6609]
CcGAN,SAGAN: [Iter 15380/30000] [D loss: 1.4665e-02] [G loss: 3.5607e+00] [real prob: 3.057] [fake prob: -3.650] [Time: 26722.3260]
CcGAN,SAGAN: [Iter 15400/30000] [D loss: 6.4491e-03] [G loss: 2.6823e+00] [real prob: 3.853] [fake prob: -2.669] [Time: 26756.8404]
CcGAN,SAGAN: [Iter 15420/30000] [D loss: 1.2028e-04] [G loss: 3.0468e+00] [real prob: 3.643] [fake prob: -2.927] [Time: 26791.3622]
CcGAN,SAGAN: [Iter 15440/30000] [D loss: 1.4995e-02] [G loss: 2.7246e+00] [real prob: 3.353] [fake prob: -2.548] [Time: 26825.8477]
CcGAN,SAGAN: [Iter 15460/30000] [D loss: 0.0000e+00] [G loss: 3.6600e+00] [real prob: 3.740] [fake prob: -3.427] [Time: 26860.3714]
CcGAN,SAGAN: [Iter 15480/30000] [D loss: 1.9293e-02] [G loss: 2.5222e+00] [real prob: 3.747] [fake prob: -2.280] [Time: 26894.9196]
CcGAN,SAGAN: [Iter 15500/30000] [D loss: 2.1857e-01] [G loss: 2.5276e+00] [real prob: 2.187] [fake prob: -3.685] [Time: 26929.4648]
CcGAN,SAGAN: [Iter 15520/30000] [D loss: 1.5157e-02] [G loss: 3.0959e+00] [real prob: 3.308] [fake prob: -3.252] [Time: 26964.0109]
CcGAN,SAGAN: [Iter 15540/30000] [D loss: 1.5552e-05] [G loss: 3.3159e+00] [real prob: 3.380] [fake prob: -2.846] [Time: 26998.5489]
CcGAN,SAGAN: [Iter 15560/30000] [D loss: 5.1256e-02] [G loss: 2.8485e+00] [real prob: 4.024] [fake prob: -2.435] [Time: 27033.0559]
CcGAN,SAGAN: [Iter 15580/30000] [D loss: 1.0151e-01] [G loss: 3.1094e+00] [real prob: 3.319] [fake prob: -2.810] [Time: 27067.5835]
CcGAN,SAGAN: [Iter 15600/30000] [D loss: 6.1323e-02] [G loss: 2.1404e+00] [real prob: 4.504] [fake prob: -1.883] [Time: 27102.1594]
CcGAN,SAGAN: [Iter 15620/30000] [D loss: 8.4016e-02] [G loss: 3.4195e+00] [real prob: 1.926] [fake prob: -3.536] [Time: 27136.6628]
CcGAN,SAGAN: [Iter 15640/30000] [D loss: 3.2121e-04] [G loss: 2.9037e+00] [real prob: 3.145] [fake prob: -2.510] [Time: 27171.1593]
CcGAN,SAGAN: [Iter 15660/30000] [D loss: 5.8409e-03] [G loss: 3.3992e+00] [real prob: 3.822] [fake prob: -2.950] [Time: 27205.6535]
CcGAN,SAGAN: [Iter 15680/30000] [D loss: 1.9783e-02] [G loss: 2.9069e+00] [real prob: 4.027] [fake prob: -2.874] [Time: 27240.1763]
CcGAN,SAGAN: [Iter 15700/30000] [D loss: 2.6060e-02] [G loss: 3.7568e+00] [real prob: 3.136] [fake prob: -3.708] [Time: 27274.5907]
CcGAN,SAGAN: [Iter 15720/30000] [D loss: 6.9275e-03] [G loss: 3.0328e+00] [real prob: 3.435] [fake prob: -3.139] [Time: 27309.0277]
CcGAN,SAGAN: [Iter 15740/30000] [D loss: 4.8629e-03] [G loss: 2.8572e+00] [real prob: 3.166] [fake prob: -3.124] [Time: 27343.3863]
CcGAN,SAGAN: [Iter 15760/30000] [D loss: 9.8676e-03] [G loss: 3.0290e+00] [real prob: 2.719] [fake prob: -1.980] [Time: 27377.7094]
CcGAN,SAGAN: [Iter 15780/30000] [D loss: 0.0000e+00] [G loss: 3.7854e+00] [real prob: 3.187] [fake prob: -3.467] [Time: 27412.0623]
CcGAN,SAGAN: [Iter 15800/30000] [D loss: 1.3198e-02] [G loss: 2.8732e+00] [real prob: 2.880] [fake prob: -2.812] [Time: 27446.3902]
CcGAN,SAGAN: [Iter 15820/30000] [D loss: 0.0000e+00] [G loss: 2.5961e+00] [real prob: 3.162] [fake prob: -2.741] [Time: 27480.7357]
CcGAN,SAGAN: [Iter 15840/30000] [D loss: 0.0000e+00] [G loss: 2.8119e+00] [real prob: 2.893] [fake prob: -2.883] [Time: 27515.0722]
CcGAN,SAGAN: [Iter 15860/30000] [D loss: 2.6317e-02] [G loss: 2.9744e+00] [real prob: 3.100] [fake prob: -3.061] [Time: 27549.4618]
CcGAN,SAGAN: [Iter 15880/30000] [D loss: 0.0000e+00] [G loss: 2.9506e+00] [real prob: 3.100] [fake prob: -2.958] [Time: 27583.8031]
CcGAN,SAGAN: [Iter 15900/30000] [D loss: 4.9301e-02] [G loss: 2.7088e+00] [real prob: 3.332] [fake prob: -1.917] [Time: 27618.1643]
CcGAN,SAGAN: [Iter 15920/30000] [D loss: 4.2502e-02] [G loss: 3.7842e+00] [real prob: 2.146] [fake prob: -3.479] [Time: 27652.4960]
CcGAN,SAGAN: [Iter 15940/30000] [D loss: 3.7452e-05] [G loss: 3.3298e+00] [real prob: 3.199] [fake prob: -2.906] [Time: 27686.8843]
CcGAN,SAGAN: [Iter 15960/30000] [D loss: 8.0167e-03] [G loss: 3.2695e+00] [real prob: 2.817] [fake prob: -2.561] [Time: 27721.1908]
CcGAN,SAGAN: [Iter 15980/30000] [D loss: 2.4689e-02] [G loss: 2.4673e+00] [real prob: 3.175] [fake prob: -2.644] [Time: 27755.5199]
CcGAN,SAGAN: [Iter 16000/30000] [D loss: 1.3072e-03] [G loss: 2.8115e+00] [real prob: 3.115] [fake prob: -2.856] [Time: 27789.8392]
CcGAN,SAGAN: [Iter 16020/30000] [D loss: 2.4957e-02] [G loss: 4.1088e+00] [real prob: 2.494] [fake prob: -3.594] [Time: 27832.1948]
CcGAN,SAGAN: [Iter 16040/30000] [D loss: 6.1077e-02] [G loss: 4.0491e+00] [real prob: 2.006] [fake prob: -4.149] [Time: 27866.6108]
